city,pincode,district,state,country
Chowtapapayapalem,522411,Palnadu,ANDHRA PRADESH,india
Kesanapalle,522414,Palnadu,ANDHRA PRADESH,india
Mutyalampadu,522414,Palnadu,ANDHRA PRADESH,india
Ramapuram,522414,Palnadu,ANDHRA PRADESH,india
Sarangapalle,522414,Palnadu,ANDHRA PRADESH,india
Tangeda,522414,Palnadu,ANDHRA PRADESH,india
Cherlagudipadu,522415,Palnadu,ANDHRA PRADESH,india
Ananthavaram,522410,Palnadu,ANDHRA PRADESH,india
Andukuru,522410,Palnadu,ANDHRA PRADESH,india
Velpuru,522410,Palnadu,ANDHRA PRADESH,india
Kothapalem,522435,Palnadu,ANDHRA PRADESH,india
Velampalle,522435,Palnadu,ANDHRA PRADESH,india
Kothapalle,522426,Palnadu,ANDHRA PRADESH,india
Mandadi,522426,Palnadu,ANDHRA PRADESH,india
Nagulavaram,522426,Palnadu,ANDHRA PRADESH,india
Rayavaram,522426,Palnadu,ANDHRA PRADESH,india
RACHAMALLAPADU,522426,Palnadu,ANDHRA PRADESH,india
Gundlapalem,522438,GUNTUR,ANDHRA PRADESH,india
Lankalakurapadu,522408,Palnadu,ANDHRA PRADESH,india
Madala,522408,Palnadu,ANDHRA PRADESH,india
Balusupadu,522436,GUNTUR,ANDHRA PRADESH,india
Tammavaram,522436,Palnadu,ANDHRA PRADESH,india
Garapadu,522402,Palnadu,ANDHRA PRADESH,india
Lagadapadu,522402,Palnadu,ANDHRA PRADESH,india
Abburu,522402,Palnadu,ANDHRA PRADESH,india
Gudipudi,522402,Palnadu,ANDHRA PRADESH,india
GOVINDAPURAM,522413,Palnadu,ANDHRA PRADESH,india
Kankanalapalle,522412,Palnadu,ANDHRA PRADESH,india
Mittagudipadu,522421,Palnadu,ANDHRA PRADESH,india
Rentala,522421,Palnadu,ANDHRA PRADESH,india
Mandapadu,522401,GUNTUR,ANDHRA PRADESH,india
Varagani,522401,GUNTUR,ANDHRA PRADESH,india
GARNEPUDI,522401,GUNTUR,ANDHRA PRADESH,india
Kandlagunta,522613,Palnadu,ANDHRA PRADESH,india
Moddurupadu,524203,SPSR NELLORE,ANDHRA PRADESH,india
Lingamgunta-An,524203,SPSR NELLORE,ANDHRA PRADESH,india
Kothapeta,524221,SPSR NELLORE,ANDHRA PRADESH,india
Venkatesupalem,524152,SPSR NELLORE,ANDHRA PRADESH,india
Allimadugu,524152,SPSR NELLORE,ANDHRA PRADESH,india
Ulavapalle,524152,SPSR NELLORE,ANDHRA PRADESH,india
Arlapadia,524236,SPSR NELLORE,ANDHRA PRADESH,india
Papannagaripalli,524236,SPSR NELLORE,ANDHRA PRADESH,india
Brahmanakraka Agraharam,524223,SPSR NELLORE,ANDHRA PRADESH,india
Brahmanakraka,524223,SPSR NELLORE,ANDHRA PRADESH,india
Gopannapalem Kandriga,524223,SPSR NELLORE,ANDHRA PRADESH,india
Kammavaripalem-J,524223,SPSR NELLORE,ANDHRA PRADESH,india
Jammalapalem,524223,SPSR NELLORE,ANDHRA PRADESH,india
Siripuram,524223,SPSR NELLORE,ANDHRA PRADESH,india
Chinna Annalur,524224,SPSR NELLORE,ANDHRA PRADESH,india
Jirravaripalem,524224,SPSR NELLORE,ANDHRA PRADESH,india
Veerannakollu,524224,SPSR NELLORE,ANDHRA PRADESH,india
Vepanapi,524224,SPSR NELLORE,ANDHRA PRADESH,india
Musunur,524201,SPSR NELLORE,ANDHRA PRADESH,india
Ganugapenta,524239,SPSR NELLORE,ANDHRA PRADESH,india
Kommi,524239,SPSR NELLORE,ANDHRA PRADESH,india
Kunkuvaripalem,524239,SPSR NELLORE,ANDHRA PRADESH,india
Chodavaram,524239,SPSR NELLORE,ANDHRA PRADESH,india
Ramavarapadu SC colony,524239,SPSR NELLORE,ANDHRA PRADESH,india
Bijjampalle,524230,SPSR NELLORE,ANDHRA PRADESH,india
Brahmanapalli,524230,SPSR NELLORE,ANDHRA PRADESH,india
Timmayapalem,524230,SPSR NELLORE,ANDHRA PRADESH,india
Maramreddipalli,524310,SPSR NELLORE,ANDHRA PRADESH,india
Krishnampalli,524226,SPSR NELLORE,ANDHRA PRADESH,india
Masaipeta,524226,SPSR NELLORE,ANDHRA PRADESH,india
Bhairavaram,524228,SPSR NELLORE,ANDHRA PRADESH,india
Nandigunta,524228,SPSR NELLORE,ANDHRA PRADESH,india
Batrakagallu,524315,SPSR NELLORE,ANDHRA PRADESH,india
Chennarayunipalem,524315,SPSR NELLORE,ANDHRA PRADESH,india
Indupur,524315,SPSR NELLORE,ANDHRA PRADESH,india
Iskapalli,524315,SPSR NELLORE,ANDHRA PRADESH,india
Singapeta,524315,SPSR NELLORE,ANDHRA PRADESH,india
Lingamgunta-A,524302,SPSR NELLORE,ANDHRA PRADESH,india
Kommarapudi,524004,SPSR NELLORE,ANDHRA PRADESH,india
South Mopur,524004,SPSR NELLORE,ANDHRA PRADESH,india
Anumasamudram,524304,SPSR NELLORE,ANDHRA PRADESH,india
Battepadu,524322,SPSR NELLORE,ANDHRA PRADESH,india
Murugalla,524322,SPSR NELLORE,ANDHRA PRADESH,india
Nuvvurupadu,524322,SPSR NELLORE,ANDHRA PRADESH,india
Mamidipudi,524346,SPSR NELLORE,ANDHRA PRADESH,india
Pidathapoluru,524346,SPSR NELLORE,ANDHRA PRADESH,india
Vavveru,524305,SPSR NELLORE,ANDHRA PRADESH,india
Marripadu,524306,SPSR NELLORE,ANDHRA PRADESH,india
Velpulagunta,524234,SPSR NELLORE,ANDHRA PRADESH,india
Kodurupadu,524314,SPSR NELLORE,ANDHRA PRADESH,india
Kothur Bit II,524314,SPSR NELLORE,ANDHRA PRADESH,india
Botikerlapadu,524307,SPSR NELLORE,ANDHRA PRADESH,india
Mahimalur,524307,SPSR NELLORE,ANDHRA PRADESH,india
Ramanaidupalli,524307,SPSR NELLORE,ANDHRA PRADESH,india
Venkanapuram,524316,SPSR NELLORE,ANDHRA PRADESH,india
Padugupadu,524137,SPSR NELLORE,ANDHRA PRADESH,india
Patur,524137,SPSR NELLORE,ANDHRA PRADESH,india
Kudithipalem,524313,SPSR NELLORE,ANDHRA PRADESH,india
Mikkilimpeta,524366,SPSR NELLORE,ANDHRA PRADESH,india
Ramannapalem,524366,SPSR NELLORE,ANDHRA PRADESH,india
Tatakaladinne,524366,SPSR NELLORE,ANDHRA PRADESH,india
Yellayapalem,524366,SPSR NELLORE,ANDHRA PRADESH,india
Bandarupalli,524303,SPSR NELLORE,ANDHRA PRADESH,india
Devarayapalli,524303,SPSR NELLORE,ANDHRA PRADESH,india
Pathadevarayapalli,524303,SPSR NELLORE,ANDHRA PRADESH,india
Dundigam,524308,SPSR NELLORE,ANDHRA PRADESH,india
Pathapalli,524300,SPSR NELLORE,ANDHRA PRADESH,india
Somasila,524300,SPSR NELLORE,ANDHRA PRADESH,india
Upplapadu,524300,SPSR NELLORE,ANDHRA PRADESH,india
Chintopu,524002,SPSR NELLORE,ANDHRA PRADESH,india
Kodur,524002,SPSR NELLORE,ANDHRA PRADESH,india
Kothapalem,524002,SPSR NELLORE,ANDHRA PRADESH,india
Navalakh Gardens,524002,SPSR NELLORE,ANDHRA PRADESH,india
Nellimitta Kandriga,524002,SPSR NELLORE,ANDHRA PRADESH,india
South Amaluru,524002,SPSR NELLORE,ANDHRA PRADESH,india
Alaganipadu,524318,SPSR NELLORE,ANDHRA PRADESH,india
Ponnapudipeddapalem,524318,SPSR NELLORE,ANDHRA PRADESH,india
Nelatur,524347,SPSR NELLORE,ANDHRA PRADESH,india
Edubadu,523171,Bapatla,ANDHRA PRADESH,india
Daggubadu,523190,Bapatla,ANDHRA PRADESH,india
Gavinivaripalem,523166,Bapatla,ANDHRA PRADESH,india
Pathachirala,523165,Bapatla,ANDHRA PRADESH,india
Maddirallamuppalla,523181,PRAKASAM,ANDHRA PRADESH,india
Munnagivaripalem,523169,Bapatla,ANDHRA PRADESH,india
Adusumalli,523169,Bapatla,ANDHRA PRADESH,india
Devarapalli,523169,Bapatla,ANDHRA PRADESH,india
Kothapeta,523157,Bapatla,ANDHRA PRADESH,india
Kesavarappadu,523170,Bapatla,ANDHRA PRADESH,india
Ammavaripalem,523281,PRAKASAM,ANDHRA PRADESH,india
Baddepudi,523281,PRAKASAM,ANDHRA PRADESH,india
N.N.Kandrika,523271,PRAKASAM,ANDHRA PRADESH,india
Narasingole,523271,PRAKASAM,ANDHRA PRADESH,india
Nennurapadu,523270,PRAKASAM,ANDHRA PRADESH,india
Anakarlapudi,523270,PRAKASAM,ANDHRA PRADESH,india
Kattavarpalem,523270,PRAKASAM,ANDHRA PRADESH,india
Medarametlapalem,523115,PRAKASAM,ANDHRA PRADESH,india
Ponduru,523273,PRAKASAM,ANDHRA PRADESH,india
Nekunampuram,523113,PRAKASAM,ANDHRA PRADESH,india
Naldalpur,523113,PRAKASAM,ANDHRA PRADESH,india
Parikondapadu,523113,PRAKASAM,ANDHRA PRADESH,india
Pedamopadu,523113,PRAKASAM,ANDHRA PRADESH,india
Singarabotlapalem,523109,PRAKASAM,ANDHRA PRADESH,india
Venkupalem,523109,PRAKASAM,ANDHRA PRADESH,india
Kalikavaya,523101,PRAKASAM,ANDHRA PRADESH,india
Ananthavaram,523274,PRAKASAM,ANDHRA PRADESH,india
Jammulapalem,523274,PRAKASAM,ANDHRA PRADESH,india
Jarugumalli,523274,PRAKASAM,ANDHRA PRADESH,india
K.Rajupalem,523292,PRAKASAM,ANDHRA PRADESH,india
Chakicherla,523292,PRAKASAM,ANDHRA PRADESH,india
Chinavenkannapalem,523279,PRAKASAM,ANDHRA PRADESH,india
Chundi,523116,PRAKASAM,ANDHRA PRADESH,india
Kandulur,523272,PRAKASAM,ANDHRA PRADESH,india
Mopadu,523110,PRAKASAM,ANDHRA PRADESH,india
Eastkattakindapalli,523110,PRAKASAM,ANDHRA PRADESH,india
Raghunadhapuram,523110,PRAKASAM,ANDHRA PRADESH,india
Anikalapalli,523112,PRAKASAM,ANDHRA PRADESH,india
Chennapanayunipalli,523112,PRAKASAM,ANDHRA PRADESH,india
Pothavaram,523247,PRAKASAM,ANDHRA PRADESH,india
Devavaram,523247,PRAKASAM,ANDHRA PRADESH,india
Garimenapenta,523246,PRAKASAM,ANDHRA PRADESH,india
Katragunta,523246,PRAKASAM,ANDHRA PRADESH,india
Hazipuram,523227,PRAKASAM,ANDHRA PRADESH,india
Chinmuppalapadu,523227,PRAKASAM,ANDHRA PRADESH,india
Bodanampadu,523304,PRAKASAM,ANDHRA PRADESH,india
Darsichandalur,523304,PRAKASAM,ANDHRA PRADESH,india
Pedagogulapalli,523223,PRAKASAM,ANDHRA PRADESH,india
Marrikuntapalli,523117,PRAKASAM,ANDHRA PRADESH,india
Gudipatipalli,523228,PRAKASAM,ANDHRA PRADESH,india
Kudumalaguntla,523228,PRAKASAM,ANDHRA PRADESH,india
Mangampalli,523228,PRAKASAM,ANDHRA PRADESH,india
Ummanapalli,523228,PRAKASAM,ANDHRA PRADESH,india
Pedarajupalem,523108,PRAKASAM,ANDHRA PRADESH,india
Turupukodigundlapadu,523108,PRAKASAM,ANDHRA PRADESH,india
Challagirigala,523245,PRAKASAM,ANDHRA PRADESH,india
Nandanamarella,523245,PRAKASAM,ANDHRA PRADESH,india
Yadavalli,523245,PRAKASAM,ANDHRA PRADESH,india
Kellampalli,523265,PRAKASAM,ANDHRA PRADESH,india
Kuchipudi,523270,PRAKASAM,ANDHRA PRADESH,india
Akkacheruvu,523245,PRAKASAM,ANDHRA PRADESH,india
Buchannapalem,523245,PRAKASAM,ANDHRA PRADESH,india
Marripudi,523253,PRAKASAM,ANDHRA PRADESH,india
Vallayapalem,523253,PRAKASAM,ANDHRA PRADESH,india
Singanapalem,523252,PRAKASAM,ANDHRA PRADESH,india
Bommireddipalli,523254,PRAKASAM,ANDHRA PRADESH,india
Garlapeta,523254,PRAKASAM,ANDHRA PRADESH,india
Kalagotla,523254,PRAKASAM,ANDHRA PRADESH,india
Chakirala,523230,PRAKASAM,ANDHRA PRADESH,india
Cheerladinne,523230,PRAKASAM,ANDHRA PRADESH,india
Markondapuram,523230,PRAKASAM,ANDHRA PRADESH,india
Talamalla,523253,PRAKASAM,ANDHRA PRADESH,india
Immadicheruvu,523224,PRAKASAM,ANDHRA PRADESH,india
Kanakanampadu,523224,PRAKASAM,ANDHRA PRADESH,india
Pulikuntla,523224,PRAKASAM,ANDHRA PRADESH,india
Ramagopalapuram,523224,PRAKASAM,ANDHRA PRADESH,india
Makkenavaripalem,523201,Bapatla,ANDHRA PRADESH,india
Marella,523201,PRAKASAM,ANDHRA PRADESH,india
Nuzellpalli,523201,PRAKASAM,ANDHRA PRADESH,india
Thimmayapalem,523201,Bapatla,ANDHRA PRADESH,india
Manchikalapadu,523226,PRAKASAM,ANDHRA PRADESH,india
Chilamkur,523226,PRAKASAM,ANDHRA PRADESH,india
G.L.Puram,523226,PRAKASAM,ANDHRA PRADESH,india
Madanur,523280,PRAKASAM,ANDHRA PRADESH,india
Nuzellapalli,523214,Bapatla,ANDHRA PRADESH,india
Panakalapalem,523182,PRAKASAM,ANDHRA PRADESH,india
Muktheswaram,523303,Bapatla,ANDHRA PRADESH,india
S.L. Gudipadu,523303,Bapatla,ANDHRA PRADESH,india
Yerrapalem,523212,Bapatla,ANDHRA PRADESH,india
Anamanamuru,523212,Bapatla,ANDHRA PRADESH,india
Gullapalli,523211,PRAKASAM,ANDHRA PRADESH,india
Pedakothapalli,523211,PRAKASAM,ANDHRA PRADESH,india
Ananthavaram,523301,Bapatla,ANDHRA PRADESH,india
Mallayapalem,523301,Bapatla,ANDHRA PRADESH,india
Rajupalem,523301,Bapatla,ANDHRA PRADESH,india
Yeddanapudi,523301,Bapatla,ANDHRA PRADESH,india
Pothavaram,523183,PRAKASAM,ANDHRA PRADESH,india
Chadalavada,523183,PRAKASAM,ANDHRA PRADESH,india
Kandlagunta,523183,PRAKASAM,ANDHRA PRADESH,india
Kopperapalem,523302,Bapatla,ANDHRA PRADESH,india
Minnekallu,523302,Bapatla,ANDHRA PRADESH,india
Tangedumalli,523302,Bapatla,ANDHRA PRADESH,india
Maddulur,523225,PRAKASAM,ANDHRA PRADESH,india
Rudravaram,523225,PRAKASAM,ANDHRA PRADESH,india
Lakkavaram,523264,PRAKASAM,ANDHRA PRADESH,india
Doddavaram,523263,PRAKASAM,ANDHRA PRADESH,india
Duddukur,523186,Bapatla,ANDHRA PRADESH,india
Komminenivaripalem,523260,Bapatla,ANDHRA PRADESH,india
Darsiagraharam,523260,Bapatla,ANDHRA PRADESH,india
Ramkur,523260,Bapatla,ANDHRA PRADESH,india
Chandravaram,534342,WEST GODAVARI,ANDHRA PRADESH,india
Bandapuram,534313,WEST GODAVARI,ANDHRA PRADESH,india
Lakshmipuram,534313,WEST GODAVARI,ANDHRA PRADESH,india
Pallantla,534313,WEST GODAVARI,ANDHRA PRADESH,india
Kunkala,534318,Eluru,ANDHRA PRADESH,india
Sagipadu,534318,WEST GODAVARI,ANDHRA PRADESH,india
Chinnayagudem,534316,WEST GODAVARI,ANDHRA PRADESH,india
Vadalagunta,534316,WEST GODAVARI,ANDHRA PRADESH,india
Venkatayapalem,534316,WEST GODAVARI,ANDHRA PRADESH,india
Ajjaram,534331,WEST GODAVARI,ANDHRA PRADESH,india
Teeparru,534331,WEST GODAVARI,ANDHRA PRADESH,india
Munipalli,534329,WEST GODAVARI,ANDHRA PRADESH,india
Settipeta,534301,WEST GODAVARI,ANDHRA PRADESH,india
Vk.Reddigudem,534315,WEST GODAVARI,ANDHRA PRADESH,india
Gopavaram,534302,WEST GODAVARI,ANDHRA PRADESH,india
Madduru,534302,WEST GODAVARI,ANDHRA PRADESH,india
Chikkala,534305,WEST GODAVARI,ANDHRA PRADESH,india
Katakoteswaram,534305,WEST GODAVARI,ANDHRA PRADESH,india
Annadevarapeta,534341,WEST GODAVARI,ANDHRA PRADESH,india
Tirugudumetta,534340,WEST GODAVARI,ANDHRA PRADESH,india
Ravurupadu,534340,WEST GODAVARI,ANDHRA PRADESH,india
Telikecharla,534111,WEST GODAVARI,ANDHRA PRADESH,india
Akuteegapadu,534196,WEST GODAVARI,ANDHRA PRADESH,india
Kaligotla,534198,WEST GODAVARI,ANDHRA PRADESH,india
Gantavarigudem,534112,WEST GODAVARI,ANDHRA PRADESH,india
D.Gopavaram,534195,Eluru,ANDHRA PRADESH,india
Nidamarru,534195,Eluru,ANDHRA PRADESH,india
Darisaparru,534166,WEST GODAVARI,ANDHRA PRADESH,india
Kothuru,534146,WEST GODAVARI,ANDHRA PRADESH,india
Padala,534102,WEST GODAVARI,ANDHRA PRADESH,india
Venkatramannagudem,534102,WEST GODAVARI,ANDHRA PRADESH,india
Ramannagudem,534102,WEST GODAVARI,ANDHRA PRADESH,india
Bommidi,534411,WEST GODAVARI,ANDHRA PRADESH,india
Kesavaram,534186,Eluru,ANDHRA PRADESH,india
Poondla,522310,Bapatla,ANDHRA PRADESH,india
Sangupalem,522311,Bapatla,ANDHRA PRADESH,india
Vetapalem,522212,Bapatla,ANDHRA PRADESH,india
Vinayasramam,522309,Bapatla,ANDHRA PRADESH,india
Mulapalem,522113,Bapatla,ANDHRA PRADESH,india
Kondamudi,522341,GUNTUR,ANDHRA PRADESH,india
Rajavole,522259,Bapatla,ANDHRA PRADESH,india
Yazali,522111,Bapatla,ANDHRA PRADESH,india
Buddam,522111,Bapatla,ANDHRA PRADESH,india
Allaparru,522262,Bapatla,ANDHRA PRADESH,india
Gurunadhanagar,522262,Bapatla,ANDHRA PRADESH,india
Bellamvaripalem,522268,Bapatla,ANDHRA PRADESH,india
Idupalli,522268,Bapatla,ANDHRA PRADESH,india
Pushadapuvaripalem,522268,Bapatla,ANDHRA PRADESH,india
Bavajipalem,522314,Bapatla,ANDHRA PRADESH,india
Dandamudi,522316,GUNTUR,ANDHRA PRADESH,india
Aluru,522124,GUNTUR,ANDHRA PRADESH,india
Chintalapudi,522124,GUNTUR,ANDHRA PRADESH,india
Vallabharaopalem,522124,GUNTUR,ANDHRA PRADESH,india
Valluru,522124,GUNTUR,ANDHRA PRADESH,india
Pandrapadu,522124,GUNTUR,ANDHRA PRADESH,india
Vupparapalem,522124,GUNTUR,ANDHRA PRADESH,india
Modukur,522318,Bapatla,ANDHRA PRADESH,india
Pedagadelavarru,522318,Bapatla,ANDHRA PRADESH,india
Govada,522325,Bapatla,ANDHRA PRADESH,india
Ipuru,522301,Bapatla,ANDHRA PRADESH,india
Edlapalli,522211,Bapatla,ANDHRA PRADESH,india
Konetipuram,522256,Bapatla,ANDHRA PRADESH,india
Pallekona,522256,Bapatla,ANDHRA PRADESH,india
Piratlanka,522264,Bapatla,ANDHRA PRADESH,india
Chinagadelavarru,522313,Bapatla,ANDHRA PRADESH,india
Dantaluru,522306,GUNTUR,ANDHRA PRADESH,india
Chatragadda,522265,Bapatla,ANDHRA PRADESH,india
Voleru,522265,Bapatla,ANDHRA PRADESH,india
Karumuru,522265,Bapatla,ANDHRA PRADESH,india
Vullipalem,522265,Bapatla,ANDHRA PRADESH,india
Anamarlapudi,522213,GUNTUR,ANDHRA PRADESH,india
Sekuru,522213,GUNTUR,ANDHRA PRADESH,india
Selapadu,522213,GUNTUR,ANDHRA PRADESH,india
Pedapulivarru,522257,Bapatla,ANDHRA PRADESH,india
Pesarlanka,522257,Bapatla,ANDHRA PRADESH,india
Edupugallu,521151,KRISHNA,ANDHRA PRADESH,india
Proddutur,521151,KRISHNA,ANDHRA PRADESH,india
Madduru,521151,KRISHNA,ANDHRA PRADESH,india
Kunderu,521245,KRISHNA,ANDHRA PRADESH,india
Chopparametla,521211,Eluru,ANDHRA PRADESH,india
Sagguru,521211,Eluru,ANDHRA PRADESH,india
Payakapuram.,520015,NTR,ANDHRA PRADESH,india
Konayapalem,521182,NTR,ANDHRA PRADESH,india
Kodavatikallu,521182,NTR,ANDHRA PRADESH,india
Peda Modugapalli,521178,NTR,ANDHRA PRADESH,india
Allapuram,521101,KRISHNA,ANDHRA PRADESH,india
Gollanapalli,521101,KRISHNA,ANDHRA PRADESH,india
Purushothapatnam,521101,KRISHNA,ANDHRA PRADESH,india
Gudem Madhavaram,521181,NTR,ANDHRA PRADESH,india
Tadepalli,520012,NTR,ANDHRA PRADESH,india
Paritala,521180,NTR,ANDHRA PRADESH,india
Kalavapamula,521164,KRISHNA,ANDHRA PRADESH,india
Koduru,521227,NTR,ANDHRA PRADESH,india
Kakarla,521227,NTR,ANDHRA PRADESH,india
Ramachandrapuram,521226,NTR,ANDHRA PRADESH,india
Muktyala,521457,NTR,ANDHRA PRADESH,india
Marrivada,521256,KRISHNA,ANDHRA PRADESH,india
Tadanki,521256,KRISHNA,ANDHRA PRADESH,india
Iluru,521247,KRISHNA,ANDHRA PRADESH,india
Patamatalankapalli,521247,KRISHNA,ANDHRA PRADESH,india
Thotaravulapadu,521183,NTR,ANDHRA PRADESH,india
Venkatapuram,521230,NTR,ANDHRA PRADESH,india
Naguluru,521230,NTR,ANDHRA PRADESH,india
Tolukodu,521230,NTR,ANDHRA PRADESH,india
Chandapuram,521185,NTR,ANDHRA PRADESH,india
Ithavaram,521185,NTR,ANDHRA PRADESH,india
Kammavaripalem,521184,NTR,ANDHRA PRADESH,india
Kethaveerunipadu,521185,NTR,ANDHRA PRADESH,india
Rudravaram,521184,NTR,ANDHRA PRADESH,india
Surampalli,521212,KRISHNA,ANDHRA PRADESH,india
Atkur,521286,Eluru,ANDHRA PRADESH,india
Anigandlapadu,521190,NTR,ANDHRA PRADESH,india
Talluru,521402,NTR,ANDHRA PRADESH,india
Konathamatmakur,521170,NTR,ANDHRA PRADESH,india
Choragudi,521250,KRISHNA,ANDHRA PRADESH,india
Krishnapuram,521250,KRISHNA,ANDHRA PRADESH,india
Jupudi,521456,NTR,ANDHRA PRADESH,india
Ketanakonda,521456,NTR,ANDHRA PRADESH,india
Kotikalapudi,521456,NTR,ANDHRA PRADESH,india
Garikiparru,521165,KRISHNA,ANDHRA PRADESH,india
Devaguptam,533217,Konaseema,ANDHRA PRADESH,india
Munjavarapukottu,533214,Konaseema,ANDHRA PRADESH,india
Nandampudi,533214,Konaseema,ANDHRA PRADESH,india
Gunnepalli,533222,Konaseema,ANDHRA PRADESH,india
Uppalaguptam,533222,Konaseema,ANDHRA PRADESH,india
Sakurru,533221,Konaseema,ANDHRA PRADESH,india
Gangalakurru,533221,Konaseema,ANDHRA PRADESH,india
Kandikuppa,533212,Konaseema,ANDHRA PRADESH,india
Nadavapalli,533212,Konaseema,ANDHRA PRADESH,india
Pallam,533212,Konaseema,ANDHRA PRADESH,india
I.Polavaram,533220,Konaseema,ANDHRA PRADESH,india
Pasuvullanka,533220,Konaseema,ANDHRA PRADESH,india
Kondukuduru,533211,Konaseema,ANDHRA PRADESH,india
Moolapolam,533211,Konaseema,ANDHRA PRADESH,india
Veeravallipelem,533211,Konaseema,ANDHRA PRADESH,india
Gadilanka,533216,Konaseema,ANDHRA PRADESH,india
Ainapuram,533216,Konaseema,ANDHRA PRADESH,india
Chinakothalanka,533216,Konaseema,ANDHRA PRADESH,india
Komanapalli,533216,Konaseema,ANDHRA PRADESH,india
Krapa,533216,Konaseema,ANDHRA PRADESH,india
Gudala,533218,Konaseema,ANDHRA PRADESH,india
Tadikona,533218,EAST GODAVARI,ANDHRA PRADESH,india
Addalapalem,533252,Konaseema,ANDHRA PRADESH,india
Kesavadasupalem,533252,Konaseema,ANDHRA PRADESH,india
Bobbarlanka,533235,Konaseema,ANDHRA PRADESH,india
Yenugupalli,533240,Konaseema,ANDHRA PRADESH,india
Yenugulamahal,533223,Konaseema,ANDHRA PRADESH,india
Visweswarayapuram,533254,Konaseema,ANDHRA PRADESH,india
Gudimellanka,533253,EAST GODAVARI,ANDHRA PRADESH,india
Srungavarappadu,533250,Konaseema,ANDHRA PRADESH,india
Lutukurru,533247,Konaseema,ANDHRA PRADESH,india
Ravulapadu,533238,Konaseema,ANDHRA PRADESH,india
Ankampalem,533236,Konaseema,ANDHRA PRADESH,india
Rameswaram,533251,Konaseema,ANDHRA PRADESH,india
Medicherlapalem,533244,Konaseema,ANDHRA PRADESH,india
Chintalapalli,533244,Konaseema,ANDHRA PRADESH,india
Kesanapalli,533244,Konaseema,ANDHRA PRADESH,india
Mattaparru,533244,Konaseema,ANDHRA PRADESH,india
Nagullanka,533249,Konaseema,ANDHRA PRADESH,india
Podalada,533249,Konaseema,ANDHRA PRADESH,india
Madupalli,533228,Konaseema,ANDHRA PRADESH,india
Pasupalli,533228,Konaseema,ANDHRA PRADESH,india
Anandapuram,531022,Anakapalli,ANDHRA PRADESH,india
Burja,531149,VISAKHAPATANAM,ANDHRA PRADESH,india
Chinalabudu,531149,VISAKHAPATANAM,ANDHRA PRADESH,india
Lother,531149,VISAKHAPATANAM,ANDHRA PRADESH,india
Madala,531149,VISAKHAPATANAM,ANDHRA PRADESH,india
Siragam,531149,VISAKHAPATANAM,ANDHRA PRADESH,india
Arma,531151,VISAKHAPATANAM,ANDHRA PRADESH,india
Dumbriguda,531151,VISAKHAPATANAM,ANDHRA PRADESH,india
Guntaseema,531151,VISAKHAPATANAM,ANDHRA PRADESH,india
Kinchumanda,531151,VISAKHAPATANAM,ANDHRA PRADESH,india
Rangelisingi,531151,VISAKHAPATANAM,ANDHRA PRADESH,india
Chodapalle,531011,Anakapalli,ANDHRA PRADESH,india
Tanthadi,531011,Anakapalli,ANDHRA PRADESH,india
Janguluru,531011,Anakapalli,ANDHRA PRADESH,india
Gogada Kothapalle,531036,Anakapalli,ANDHRA PRADESH,india
Kandepalli,531036,Anakapalli,ANDHRA PRADESH,india
Turuvolu,531036,Anakapalli,ANDHRA PRADESH,india
Timmannapalem,531036,Anakapalli,ANDHRA PRADESH,india
R Sivarampuram,531036,Anakapalli,ANDHRA PRADESH,india
Kiverla,531030,Alluri Sitharama Raju,ANDHRA PRADESH,india
Nagayyapeta,531030,Anakapalli,ANDHRA PRADESH,india
Pedanandipalle Agraharam,531030,Anakapalli,ANDHRA PRADESH,india
Valabu,531030,Anakapalli,ANDHRA PRADESH,india
Tankota,531030,Anakapalli,ANDHRA PRADESH,india
Chatakamba,531030,Anakapalli,ANDHRA PRADESH,india
Rambilli,531061,Anakapalli,ANDHRA PRADESH,india
Lingareddipalli,523230,PRAKASAM,ANDHRA PRADESH,india
Juttada,531023,Anakapalli,ANDHRA PRADESH,india
Muddurthi,531023,Anakapalli,ANDHRA PRADESH,india
Pedamushidivada,531019,Anakapalli,ANDHRA PRADESH,india
Chowduvada,531034,Anakapalli,ANDHRA PRADESH,india
Kinthada,531034,Anakapalli,ANDHRA PRADESH,india
Singannadorapalem,531034,Anakapalli,ANDHRA PRADESH,india
Atcherla,531031,VISAKHAPATANAM,ANDHRA PRADESH,india
Taruva Agraharam,531075,Anakapalli,ANDHRA PRADESH,india
Vadrapalem,531075,Anakapalli,ANDHRA PRADESH,india
Vakapalle,531075,Anakapalli,ANDHRA PRADESH,india
Vechalam,531075,Anakapalli,ANDHRA PRADESH,india
Mulakapalli,531075,Anakapalli,ANDHRA PRADESH,india
Timiram,531075,Anakapalli,ANDHRA PRADESH,india
Kondakarla,531033,Anakapalli,ANDHRA PRADESH,india
Nagavaram,531033,Anakapalli,ANDHRA PRADESH,india
Bodugullam Agraharam,531081,VISAKHAPATANAM,ANDHRA PRADESH,india
Ch Laxmipuram,531081,VISAKHAPATANAM,ANDHRA PRADESH,india
Kagitha,531081,VISAKHAPATANAM,ANDHRA PRADESH,india
Amal College,531002,VISAKHAPATANAM,ANDHRA PRADESH,india
Venkatapathipalem,531020,VISAKHAPATANAM,ANDHRA PRADESH,india
Desapatrunipalem,531021,VISAKHAPATANAM,ANDHRA PRADESH,india
